[2026-06-01 10:03:12.620026] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 142.251.222.195
[2026-06-01 10:03:16.754545] DNS SPOOF DETECTED | Domain: update.googleapis.com. | Trusted IP: 142.250.77.110 | Received IP: 2404:6800:4007:83b::200e
[2026-06-01 10:03:16.755587] DNS SPOOF DETECTED | Domain: update.googleapis.com. | Trusted IP: 142.250.77.110 | Received IP: 2404:6800:4007:83b::200e
[2026-06-01 10:03:16.766178] DNS SPOOF DETECTED | Domain: update.googleapis.com. | Trusted IP: 142.250.77.110 | Received IP: 142.250.77.142
[2026-06-01 10:03:16.765997] DNS SPOOF DETECTED | Domain: update.googleapis.com. | Trusted IP: 142.250.77.110 | Received IP: 142.250.77.142
[2026-06-01 10:03:35.892690] DNS SPOOF DETECTED | Domain: drivefrontend-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:80c::200a | Received IP: 142.250.206.42
[2026-06-01 10:03:35.894622] DNS SPOOF DETECTED | Domain: drivefrontend-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:80c::200a | Received IP: 142.250.206.42
[2026-06-01 10:03:35.908720] DNS SPOOF DETECTED | Domain: drivefrontend-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:80c::200a | Received IP: 2404:6800:4007:83d::200a
[2026-06-01 10:03:35.909603] DNS SPOOF DETECTED | Domain: drivefrontend-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:80c::200a | Received IP: 2404:6800:4007:83d::200a
[2026-06-01 10:03:36.480620] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:811::200e
[2026-06-01 10:03:36.484446] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:811::200e
[2026-06-01 10:03:36.525757] DNS SPOOF DETECTED | Domain: accounts.google.com. | Trusted IP: 192.178.211.84 | Received IP: 2404:6800:4000:1025::54
[2026-06-01 10:03:36.531970] DNS SPOOF DETECTED | Domain: accounts.google.com. | Trusted IP: 192.178.211.84 | Received IP: 2404:6800:4000:1025::54
[2026-06-01 10:03:42.620269] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.250.182.78
[2026-06-01 10:03:42.620427] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.250.182.78
[2026-06-01 10:03:42.749823] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:808::200e
[2026-06-01 10:03:42.751770] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:808::200e
[2026-06-01 10:03:49.816107] DNS SPOOF DETECTED | Domain: people-pa.clients6.google.com. | Trusted IP: 142.251.221.170 | Received IP: 2404:6800:4007:816::200a
[2026-06-01 10:03:49.820266] DNS SPOOF DETECTED | Domain: people-pa.clients6.google.com. | Trusted IP: 142.251.221.170 | Received IP: 2404:6800:4007:816::200a
[2026-06-01 10:04:01.650488] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:482a:7700::
[2026-06-01 10:04:01.652048] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:482a:7700::
[2026-06-01 10:04:04.211142] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 172.217.24.138
[2026-06-01 10:04:04.213801] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 172.217.24.138
[2026-06-01 10:04:05.065780] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.250.182.78
[2026-06-01 10:04:05.067140] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.250.182.78
[2026-06-01 10:04:05.079219] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:808::200e
[2026-06-01 10:04:05.079779] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:808::200e
[2026-06-01 10:04:06.415759] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.32.223
[2026-06-01 10:04:06.416698] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.32.223
[2026-06-01 10:04:06.457864] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 2001:4860:4802:38::223
[2026-06-01 10:04:06.457885] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 2001:4860:4802:38::223
[2026-06-01 10:04:06.538074] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 142.251.222.163
[2026-06-01 10:04:06.555601] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 142.251.222.163
[2026-06-01 10:04:06.748113] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 142.251.221.136
[2026-06-01 10:04:06.749456] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 142.251.221.136
[2026-06-01 10:04:08.016134] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7db9:21dd:4cc:5ff2:75c4
[2026-06-01 10:04:08.017657] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7db9:21dd:4cc:5ff2:75c4
[2026-06-01 10:04:08.031640] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 104.18.32.47
[2026-06-01 10:04:08.797403] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 2404:6800:4007:808::200a
[2026-06-01 10:04:08.797306] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 2404:6800:4007:808::200a
[2026-06-01 10:04:08.948250] DNS SPOOF DETECTED | Domain: ab.chatgpt.com. | Trusted IP: 2606:4700:9c62:7cbc:c2fe:4cc:5ff2:75c4 | Received IP: 172.64.155.209
[2026-06-01 10:04:08.953706] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 142.251.221.138
.155.209
[2026-06-01 10:04:08.961543] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 142.251.221.138
[2026-06-01 10:04:10.065959] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 142.251.222.195
[2026-06-01 10:04:10.065958] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 142.251.222.195
[2026-06-01 10:04:10.168360] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 2404:6800:4007:80f::2003
[2026-06-01 10:04:11.714389] DNS SPOOF DETECTED | Domain: ws.chatgpt.com. | Trusted IP: 2606:4700:9c61:d8b7:9ac6:4cb:ccf5:ac50 | Received IP: 2606:4700:9c61:d9b1:21dd:4d1:ccf5:ac50
[2026-06-01 10:04:11.714374] DNS SPOOF DETECTED | Domain: ws.chatgpt.com. | Trusted IP: 2606:4700:9c61:d8b7:9ac6:4cb:ccf5:ac50 | Received IP: 2606:4700:9c61:d9b1:21dd:4d1:ccf5:ac50
[2026-06-01 10:04:11.720612] DNS SPOOF DETECTED | Domain: ws.chatgpt.com. | Trusted IP: 2606:4700:9c61:d8b7:9ac6:4cb:ccf5:ac50 | Received IP: 104.18.39.21
[2026-06-01 10:04:11.720647] DNS SPOOF DETECTED | Domain: ws.chatgpt.com. | Trusted IP: 2606:4700:9c61:d8b7:9ac6:4cb:ccf5:ac50 | Received IP: 104.18.39.21
[2026-06-01 10:04:19.526239] DNS SPOOF DETECTED | Domain: sdmntprkoreacentral.oaiusercontent.com. | Trusted IP: 2606:4700:9c63:c0c9:e8c6:4cb:1768:85e2 | Received IP: 104.18.43.204
[2026-06-01 10:04:19.528251] DNS SPOOF DETECTED | Domain: sdmntprkoreacentral.oaiusercontent.com. | Trusted IP: 2606:4700:9c63:c0c9:e8c6:4cb:1768:85e2 | Received IP: 104.18.43.204
[2026-06-01 10:04:39.236599] DNS SPOOF DETECTED | Domain: accounts.google.com. | Trusted IP: 192.178.211.84 | Received IP: 2404:6800:4000:1025::54
[2026-06-01 10:04:39.238160] DNS SPOOF DETECTED | Domain: accounts.google.com. | Trusted IP: 192.178.211.84 | Received IP: 2404:6800:4000:1025::54
[2026-06-01 10:04:39.965731] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 172.217.24.14
[2026-06-01 10:04:39.968774] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 172.217.24.14
[2026-06-01 10:04:39.977227] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:811::200e
[2026-06-01 10:04:39.978270] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:811::200e
[2026-06-01 10:04:40.256764] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 142.251.221.110
[2026-06-01 10:04:40.256574] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 142.251.221.110
[2026-06-01 10:04:40.268486] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:830::200e
[2026-06-01 10:04:40.270641] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:830::200e
[2026-06-01 10:05:40.448011] DNS SPOOF DETECTED | Domain: a.nel.cloudflare.com. | Trusted IP: 35.190.80.1 | Received IP: 2600:1901:0:47fc::
[2026-06-01 10:05:40.452196] DNS SPOOF DETECTED | Domain: a.nel.cloudflare.com. | Trusted IP: 35.190.80.1 | Received IP: 2600:1901:0:47fc::
[2026-06-01 10:05:40.882944] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:830::200e
[2026-06-01 10:05:40.883114] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 2404:6800:4007:830::200e
[2026-06-01 10:05:40.890718] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 142.251.221.110
[2026-06-01 10:05:40.893434] DNS SPOOF DETECTED | Domain: google.com. | Trusted IP: 142.250.183.142 | Received IP: 142.251.221.110
[2026-06-01 10:06:13.941093] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 2404:6800:4007:808::200a
[2026-06-01 10:06:13.940022] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 2404:6800:4007:808::200a
[2026-06-01 10:06:13.951839] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 142.251.221.138
[2026-06-01 10:06:13.952083] DNS SPOOF DETECTED | Domain: safebrowsing.googleapis.com. | Trusted IP: 142.251.43.234 | Received IP: 142.251.221.138
[2026-06-01 10:07:11.110386] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 142.251.153.119
[2026-06-01 10:07:11.109230] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 142.251.153.119
[2026-06-01 10:07:11.514293] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:482a:7700::
[2026-06-01 10:07:11.515326] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:482a:7700::
[2026-06-01 10:07:37.617977] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7cbc:c2fd:4cc:5ff2:75c4
[2026-06-01 10:07:37.617981] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7cbc:c2fd:4cc:5ff2:75c4
[2026-06-01 10:08:21.100644] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 2001:4860:4802:32::223
[2026-06-01 10:08:21.108394] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.36.223
[2026-06-01 10:08:21.111694] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.36.223
[2026-06-01 10:08:21.134964] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:4828:7700::
[2026-06-01 10:08:21.135180] DNS SPOOF DETECTED | Domain: www.google.com. | Trusted IP: 142.251.157.119 | Received IP: 2001:4860:4828:7700::
[2026-06-01 10:08:53.912093] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 2404:6800:4007:83a::2003
[2026-06-01 10:08:53.911476] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 2404:6800:4007:83a::2003
[2026-06-01 10:08:53.929755] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 142.251.223.227
[2026-06-01 10:08:53.929700] DNS SPOOF DETECTED | Domain: ssl.gstatic.com. | Trusted IP: 172.217.24.195 | Received IP: 142.251.223.227
[2026-06-01 10:10:23.349118] DNS SPOOF DETECTED | Domain: e2c81.gcp.gvt2.com. | Trusted IP: 64:ff9b::23ba:86f0 | Received IP: 35.186.134.240
[2026-06-01 10:10:23.360476] DNS SPOOF DETECTED | Domain: e2c81.gcp.gvt2.com. | Trusted IP: 64:ff9b::23ba:86f0 | Received IP: 35.186.134.240
[2026-06-01 10:10:27.913027] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7cbc:c23b:4cb:5ff2:75c4
[2026-06-01 10:10:27.914620] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7cbc:c23b:4cb:5ff2:75c4
[2026-06-01 10:10:27.926885] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 104.18.32.47
[2026-06-01 10:10:27.928678] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 104.18.32.47
[2026-06-01 10:10:28.595500] DNS SPOOF DETECTED | Domain: beacons.gvt2.com. | Trusted IP: 142.250.66.3 | Received IP: 2404:6800:4007:80d::2003
[2026-06-01 10:10:28.596427] DNS SPOOF DETECTED | Domain: beacons.gvt2.com. | Trusted IP: 142.250.66.3 | Received IP: 2404:6800:4007:80d::2003
[2026-06-01 10:11:15.479842] DNS SPOOF DETECTED | Domain: tzm.protechts.net. | Trusted IP: 64:ff9b::2224:49f6 | Received IP: 34.36.73.246
[2026-06-01 10:11:27.495666] DNS SPOOF DETECTED | Domain: array520.prod.do.dsp.mp.microsoft.com. | Trusted IP: 72.153.5.141 | Received IP: 64:ff9b::4899:58d
[2026-06-01 10:11:27.498432] DNS SPOOF DETECTED | Domain: array520.prod.do.dsp.mp.microsoft.com. | Trusted IP: 72.153.5.141 | Received IP: 64:ff9b::4899:58d
[2026-06-01 10:11:27.519164] DNS SPOOF DETECTED | Domain: array520.prod.do.dsp.mp.microsoft.com. | Trusted IP: 72.153.5.141 | Received IP: 64:ff9b::4899:58d
[2026-06-01 10:11:27.524805] DNS SPOOF DETECTED | Domain: array520.prod.do.dsp.mp.microsoft.com. | Trusted IP: 72.153.5.141 | Received IP: 64:ff9b::4899:58d
[2026-06-01 10:11:40.718352] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7db9:29dd:4cc:5ff2:75c4
[2026-06-01 10:11:40.718402] DNS SPOOF DETECTED | Domain: chatgpt.com. | Trusted IP: 172.64.155.209 | Received IP: 2606:4700:9c62:7db9:29dd:4cc:5ff2:75c4
[2026-06-01 10:11:53.330249] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 2404:6800:4007:81b::200a
[2026-06-01 10:11:53.330364] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 2404:6800:4007:81b::200a
[2026-06-01 10:11:53.335140] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 142.251.222.170
[2026-06-01 10:11:54.371403] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:80c::200e
[2026-06-01 10:11:54.371872] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 2404:6800:4007:80c::200e
[2026-06-01 10:11:54.380065] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.251.221.110
[2026-06-01 10:11:54.380512] DNS SPOOF DETECTED | Domain: play.google.com. | Trusted IP: 142.250.206.14 | Received IP: 142.251.221.110
[2026-06-01 10:11:56.334721] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 2001:4860:4802:38::223
[2026-06-01 10:11:56.349629] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.38.223
[2026-06-01 10:11:56.351902] DNS SPOOF DETECTED | Domain: optimizationguide-pa.googleapis.com. | Trusted IP: 2001:4860:4802:36::223 | Received IP: 216.239.38.223
[2026-06-01 10:11:56.378342] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 172.217.24.163
[2026-06-01 10:11:56.387395] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 172.217.24.163
[2026-06-01 10:11:56.392427] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 2404:6800:4007:83e::2003
[2026-06-01 10:11:56.399613] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 2404:6800:4007:83e::2003
[2026-06-01 10:11:56.404446] DNS SPOOF DETECTED | Domain: www.gstatic.com. | Trusted IP: 142.250.77.99 | Received IP: 2404:6800:4007:817::2003
[2026-06-01 10:11:56.413053] DNS SPOOF DETECTED | Domain: www.gstatic.com. | Trusted IP: 142.250.77.99 | Received IP: 2404:6800:4007:817::2003
[2026-06-01 10:11:56.420055] DNS SPOOF DETECTED | Domain: www.gstatic.com. | Trusted IP: 142.250.77.99 | Received IP: 172.217.24.195
[2026-06-01 10:11:56.428924] DNS SPOOF DETECTED | Domain: www.gstatic.com. | Trusted IP: 142.250.77.99 | Received IP: 172.217.24.195
[2026-06-01 10:11:56.601832] DNS SPOOF DETECTED | Domain: www.googleadservices.com. | Trusted IP: 142.250.193.162 | Received IP: 64:ff9b::8efb:dc62
[2026-06-01 10:11:56.615283] DNS SPOOF DETECTED | Domain: www.googleadservices.com. | Trusted IP: 142.250.193.162 | Received IP: 142.251.220.98
[2026-06-01 10:11:56.615774] DNS SPOOF DETECTED | Domain: www.googleadservices.com. | Trusted IP: 142.250.193.162 | Received IP: 142.251.220.98
[2026-06-01 10:11:56.643163] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 2404:6800:4007:81b::200a
[2026-06-01 10:11:56.653031] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 142.251.222.170
[2026-06-01 10:11:56.653079] DNS SPOOF DETECTED | Domain: ogads-pa.clients6.google.com. | Trusted IP: 2404:6800:4007:834::200a | Received IP: 142.251.222.170
[2026-06-01 10:11:56.668012] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 2404:6800:4007:832::2008
[2026-06-01 10:11:56.667987] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 2404:6800:4007:832::2008
[2026-06-01 10:11:56.671629] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 142.251.43.40
[2026-06-01 10:11:56.671738] DNS SPOOF DETECTED | Domain: www.googletagmanager.com. | Trusted IP: 2404:6800:4007:834::2008 | Received IP: 142.251.43.40
[2026-06-01 10:11:56.675117] DNS SPOOF DETECTED | Domain: tunnel.googlezip.net. | Trusted IP: 2001:4860:4802:34::9d | Received IP: 216.239.34.157
[2026-06-01 10:11:56.675103] DNS SPOOF DETECTED | Domain: tunnel.googlezip.net. | Trusted IP: 2001:4860:4802:34::9d | Received IP: 216.239.34.157
[2026-06-01 10:11:58.038554] DNS SPOOF DETECTED | Domain: i.ytimg.com. | Trusted IP: 2404:6800:4003:c04::77 | Received IP: 172.253.118.119
[2026-06-01 10:11:58.043161] DNS SPOOF DETECTED | Domain: i.ytimg.com. | Trusted IP: 2404:6800:4003:c04::77 | Received IP: 2404:6800:4003:c05::77
[2026-06-01 10:11:58.043514] DNS SPOOF DETECTED | Domain: i.ytimg.com. | Trusted IP: 2404:6800:4003:c04::77 | Received IP: 2404:6800:4003:c05::77
[2026-06-01 10:11:58.334157] DNS SPOOF DETECTED | Domain: googleads.g.doubleclick.net. | Trusted IP: 2404:6800:4007:808::2002 | Received IP: 142.251.220.98
[2026-06-01 10:11:58.334137] DNS SPOOF DETECTED | Domain: googleads.g.doubleclick.net. | Trusted IP: 2404:6800:4007:808::2002 | Received IP: 142.251.220.98
[2026-06-01 10:11:58.338129] DNS SPOOF DETECTED | Domain: googleads.g.doubleclick.net. | Trusted IP: 2404:6800:4007:808::2002 | Received IP: 2404:6800:4007:836::2002
[2026-06-01 10:11:58.338567] DNS SPOOF DETECTED | Domain: googleads.g.doubleclick.net. | Trusted IP: 2404:6800:4007:808::2002 | Received IP: 2404:6800:4007:836::2002
[2026-06-01 10:11:58.342726] DNS SPOOF DETECTED | Domain: static.doubleclick.net. | Trusted IP: 2404:6800:4007:830::2006 | Received IP: 142.250.206.6
[2026-06-01 10:11:58.348340] DNS SPOOF DETECTED | Domain: static.doubleclick.net. | Trusted IP: 2404:6800:4007:830::2006 | Received IP: 2404:6800:4007:81b::2006
[2026-06-01 10:11:58.348347] DNS SPOOF DETECTED | Domain: static.doubleclick.net. | Trusted IP: 2404:6800:4007:830::2006 | Received IP: 2404:6800:4007:81b::2006
[2026-06-01 10:11:59.233356] DNS SPOOF DETECTED | Domain: gamma.app. | Trusted IP: 2606:4700:9c60:7c5c:7ffe:4cb:a425:8b48 | Received IP: 104.18.11.200
[2026-06-01 10:11:59.244709] DNS SPOOF DETECTED | Domain: gamma.app. | Trusted IP: 2606:4700:9c60:7c5c:7ffe:4cb:a425:8b48 | Received IP: 104.18.11.200
[2026-06-01 10:11:59.963204] DNS SPOOF DETECTED | Domain: fonts.googleapis.com. | Trusted IP: 2404:6800:4007:83f::200a | Received IP: 142.251.43.138
[2026-06-01 10:11:59.963845] DNS SPOOF DETECTED | Domain: fonts.googleapis.com. | Trusted IP: 2404:6800:4007:83f::200a | Received IP: 142.251.43.138
[2026-06-01 10:12:00.030741] DNS SPOOF DETECTED | Domain: cdn.iframe.ly. | Trusted IP: 2600:9000:2648:1200:e:e47a:54c0:93a1 | Received IP: 52.84.205.86
[2026-06-01 10:12:00.043985] DNS SPOOF DETECTED | Domain: cdn.iframe.ly. | Trusted IP: 2600:9000:2648:1200:e:e47a:54c0:93a1 | Received IP: 52.84.205.86
[2026-06-01 10:12:00.529146] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 172.217.24.163
[2026-06-01 10:12:00.540072] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 2404:6800:4007:83e::2003
[2026-06-01 10:12:00.549739] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 172.217.24.163
[2026-06-01 10:12:00.557669] DNS SPOOF DETECTED | Domain: fonts.gstatic.com. | Trusted IP: 2404:6800:4007:835::2003 | Received IP: 2404:6800:4007:83e::2003
[2026-06-01 10:12:01.254435] DNS SPOOF DETECTED | Domain: o698378.ingest.us.sentry.io. | Trusted IP: 2600:1901:0:5e8a:: | Received IP: 34.160.81.0
[2026-06-01 10:12:01.270635] DNS SPOOF DETECTED | Domain: o698378.ingest.us.sentry.io. | Trusted IP: 2600:1901:0:5e8a:: | Received IP: 34.160.81.0
[2026-06-01 10:12:02.420660] DNS SPOOF DETECTED | Domain: static.gamma.app. | Trusted IP: 2606:4700:9c60:7d59:27dd:4cd:a425:8b48 | Received IP: 104.18.10.200
[2026-06-01 10:12:02.437533] DNS SPOOF DETECTED | Domain: static.gamma.app. | Trusted IP: 2606:4700:9c60:7d59:27dd:4cd:a425:8b48 | Received IP: 104.18.10.200
[2026-06-01 10:12:02.570980] DNS SPOOF DETECTED | Domain: assets.churnkey.co. | Trusted IP: 104.26.11.238 | Received IP: 2606:4700:83bb:b159:27dd:4d2:386:b3b5
[2026-06-01 10:12:02.584790] DNS SPOOF DETECTED | Domain: assets.churnkey.co. | Trusted IP: 104.26.11.238 | Received IP: 2606:4700:83bb:b159:27dd:4d2:386:b3b5
[2026-06-01 10:12:02.586492] DNS SPOOF DETECTED | Domain: cdn.optimizely.com. | Trusted IP: 104.18.65.57 | Received IP: 2606:4700:83b0:2425:b7c6:4ca:6812:4139
[2026-06-01 10:12:02.590463] DNS SPOOF DETECTED | Domain: cdn.optimizely.com. | Trusted IP: 104.18.65.57 | Received IP: 2606:4700:83b0:2425:b7c6:4ca:6812:4139
[2026-06-01 10:12:02.625509] DNS SPOOF DETECTED | Domain: api.gamma.app. | Trusted IP: 2606:4700:9c60:7c5c:7ffd:4cd:a425:8b48 | Received IP: 104.18.11.200
[2026-06-01 10:12:02.627904] DNS SPOOF DETECTED | Domain: api.gamma.app. | Trusted IP: 2606:4700:9c60:7c5c:7ffd:4cd:a425:8b48 | Received IP: 104.18.11.200
